,dimension_1,dimension_2
item_7857,-3.74015,-8.60974
item_7858,4.73374,3.13647
item_7859,2.9925,-13.6553
item_7860,4.26582,-13.1594
item_7861,4.27742,3.3466
item_7862,-4.11922,-10.097
item_7863,-3.97001,-8.97283
item_7864,-1.79051,12.5219
item_7865,-1.71012,12.1556
item_7866,-5.64914,-17.4457
item_7867,-6.00319,11.5168
item_7868,16.6858,-0.13198
item_7869,17.1319,-0.0151014
item_7870,-5.90329,11.7726
item_7871,5.80301,-12.7625
item_7872,-4.20473,-11.4503
item_7873,-3.9198,-8.64992
item_7874,-2.96878,12.1891
item_7875,2.65593,-13.1072
item_7876,2.91956,-13.9492
item_7877,4.15527,3.37295
item_7878,4.71684,3.44632
item_7879,3.33889,-12.7834
item_7880,-1.77229,12.5024
item_7881,17.3517,-0.147424
item_7882,-4.06222,-10.4118
item_7883,3.04271,-13.8989
item_7884,-1.9359,12.6192
item_7885,-3.60248,-8.34892
item_7886,-5.69368,-17.5042
item_7887,2.56762,-13.0315
item_7888,17.0937,-0.357243
item_7889,-3.63375,-8.48065
item_7890,-5.59606,11.9916
item_7891,-2.44903,12.0617
item_7892,-4.12442,-11.151
item_7893,2.80894,-14.0645
item_7894,-2.48407,12.0559
item_7895,2.9845,-13.8076
item_7896,5.56147,-12.8366
item_7897,4.11771,3.19093
item_7898,4.72768,-12.7829
item_7899,3.98317,3.35326
item_7900,-5.23282,11.8722
item_7901,-3.49487,-8.4829
item_7902,17.2195,-0.140467
item_7903,-3.81809,-8.3957
item_7904,-1.55506,12.1924
item_7905,-1.89088,12.1067
item_7906,2.65739,-13.6955
item_7907,-5.41599,11.5615
item_7908,-5.82322,-17.4837
item_7909,-3.8045,-8.66621
item_7910,-2.13164,12.296
item_7911,4.2709,3.29728
item_7912,3.09151,-14.0637
item_7913,4.62106,3.19354
item_7914,-5.47914,11.6809
item_7915,-1.7253,12.3339
item_7916,2.8479,-12.8832
item_7917,4.32826,-12.9763
item_7918,-5.7031,-17.5342
item_7919,-4.39679,-11.3072
item_7920,-2.14995,12.1974
item_7921,-4.29762,-10.9746
item_7922,4.5687,3.13641
item_7923,-2.55042,11.8755
item_7924,-4.42933,-11.2667
item_7925,2.61439,-13.1529
item_7926,3.48116,-13.8083
item_7927,17.0502,-0.484691
item_7928,-5.58871,-17.5562
item_7929,2.78163,-13.1639
item_7930,5.3199,-12.8518
item_7931,2.84315,-13.7519
item_7932,-5.5949,11.9888
item_7933,3.015,-13.849
item_7934,5.78768,-12.8098
item_7935,2.74629,-12.9891
item_7936,3.09461,-12.778
item_7937,-5.76045,11.9522
item_7938,17.4483,-0.133329
item_7939,4.58307,3.38713
item_7940,4.88299,-12.8828
item_7941,-5.67426,12.1669
item_7942,4.77178,3.35613
item_7943,4.39192,-12.9681
item_7944,-5.04107,11.5959
item_7945,3.39261,-14.0018
item_7946,-5.60673,12.103
item_7947,-2.02423,12.1801
item_7948,-5.65676,11.8584
item_7949,2.90007,-13.8331
item_7950,-1.72154,12.4584
item_7951,-4.65589,11.5284
item_7952,4.62076,2.95432
item_7953,-1.6635,12.0129
item_7954,4.65572,-12.9848
item_7955,3.23005,-13.6445
item_7956,-1.46477,11.7678
item_7957,-3.84913,-8.93796
item_7958,17.3265,-0.250664
item_7959,-1.8215,12.6241
item_7960,-6.16568,11.8878
item_7961,5.20382,-12.9467
item_7962,-5.41203,11.7725
item_7963,16.9793,0.0104828
item_7964,-5.59175,-17.3594
item_7965,-3.69612,-8.65675
item_7966,-2.74432,12.1925
item_7967,2.95366,-13.0153
item_7968,-5.65274,-17.4994
item_7969,16.8584,-0.371344
item_7970,3.0272,-13.9345
item_7971,16.7931,0.0880737
item_7972,4.80273,3.02402
item_7973,16.9832,-0.169297
item_7974,4.70575,3.42819
item_7975,-1.60618,11.84
item_7976,-3.13215,12.116
item_7977,-3.35528,-8.74565
item_7978,-2.07638,12.3766
item_7979,3.73322,-13.3944
item_7980,-4.52771,-11.3709
item_7981,-3.7127,-8.67684
item_7982,2.86293,-13.8483
item_7983,2.74451,-12.5842
item_7984,5.64914,-12.8109
item_7985,-1.6463,12.2
item_7986,3.13128,-14.0469
item_7987,3.01768,-13.6364
item_7988,-4.12079,-10.0354
item_7989,-3.84217,-8.3902
item_7990,-5.70437,-17.4847
item_7991,17.226,-0.0440308
item_7992,17.0213,-0.394334
item_7993,-5.85173,11.8893
item_7994,4.89893,3.15219
item_7995,-5.86353,12.2679
item_7996,5.80632,-12.775
item_7997,4.75397,3.24255
item_7998,16.9402,0.0892688
item_7999,-3.58389,-8.52444
item_8000,-1.58373,12.1188
item_8001,2.99915,-14.0985
item_8002,17.4433,0.202858
item_8003,4.79285,-13.0412
item_8004,2.81347,-14.0189
item_8005,17.1889,0.0269541
item_8006,-2.24645,12.2605
item_8007,-1.91338,12.0832
item_8008,4.91107,-13.0311
item_8009,-3.95854,-9.45298
item_8010,3.03144,-13.6573
item_8011,-3.54175,-8.4216
item_8012,-1.80072,12.4678
item_8013,-5.93464,11.6464
item_8014,-4.32662,-10.7556
item_8015,-3.65434,-9.02661
item_8016,-3.19412,12.0311
item_8017,3.55522,-13.494
item_8018,-4.14297,-10.2379
item_8019,-4.18522,-9.81891
item_8020,2.8254,-13.7855
item_8021,-5.85415,11.9643
item_8022,3.37557,-13.9038
item_8023,-3.56787,-8.62998
item_8024,-5.77661,-17.4365
item_8025,4.6882,-12.8221
item_8026,5.90492,-12.7113
item_8027,-2.12983,12.3307
item_8028,-5.61025,-17.497
item_8029,2.9803,-13.8088
item_8030,-4.20315,-11.3937
item_8031,-1.69151,12.045
item_8032,5.75917,-12.7871
item_8033,4.13898,3.18897
item_8034,-4.49116,-11.3948
item_8035,17.355,-0.235
item_8036,-2.5008,12.1333
item_8037,-1.50706,12.5712
item_8038,-2.53826,12.3364
item_8039,-5.81551,12.0475
item_8040,-4.30469,-10.9698
item_8041,4.24077,3.13064
item_8042,-1.91856,11.9464
item_8043,17.162,-0.353674
item_8044,5.02325,-13.0554
item_8045,-5.75287,11.3922
item_8046,5.78639,-12.7918
item_8047,3.13984,-13.6544
item_8048,-4.57476,-11.3219
item_8049,-3.95771,-9.77017
item_8050,-6.16403,11.6568
item_8051,2.90492,-13.7814
item_8052,4.82949,3.24432
item_8053,-4.24469,-10.8048
item_8054,4.96423,3.11351
item_8055,2.95979,-12.7386
item_8056,3.66281,-12.8099
item_8057,-3.69246,-8.48244
item_8058,17.3406,-0.249227
item_8059,4.26357,-13.0966
item_8060,-1.97153,12.257
item_8061,-1.66734,11.9829
item_8062,-1.95223,11.8393
item_8063,-4.12812,-10.1689
item_8064,4.73525,3.23074
item_8065,17.0943,-0.0115142
item_8066,3.08956,-12.8092
item_8067,-2.3427,11.8123
item_8068,-4.44603,-11.4527
item_8069,-5.34008,11.504
item_8070,-5.48448,11.4971
item_8071,4.6059,3.41569
item_8072,17.1858,-0.434761
item_8073,17.3792,0.0253169
item_8074,-1.67714,12.0688
item_8075,16.8879,-0.287185
item_8076,3.21092,-12.7083
item_8077,17.334,-0.352128
item_8078,-4.33573,-11.1782
item_8079,4.84114,-12.9774
item_8080,-5.9393,11.7813
item_8081,4.72351,3.35267
item_8082,-1.95309,11.92
item_8083,4.34556,-12.6972
item_8084,4.5791,3.2159
item_8085,-5.4303,11.636
item_8086,-1.39,12.2825
item_8087,-1.83763,12.0349
item_8088,4.56961,3.45845
item_8089,2.881,-13.9969
item_8090,3.15267,-13.8489
item_8091,-5.46268,12.1807
item_8092,17.2045,-0.0599937
item_8093,4.22119,3.02679
item_8094,2.47738,-12.8096
item_8095,-3.63127,-8.85042
item_8096,4.7349,3.24848
item_8097,2.40271,-12.7556
item_8098,4.98567,-13.0557
item_8099,3.14379,-13.7066
item_8100,-4.46503,-10.965
item_8101,17.1863,-0.00336553
item_8102,-2.22492,12.0269
item_8103,4.79686,-13.3361
item_8104,-3.87212,-8.18347
item_8105,-3.02775,11.6256
item_8106,17.0253,-0.190966
item_8107,4.17602,3.07306
item_8108,-6.04897,11.6749
item_8109,3.27653,-13.7922
item_8110,-4.44567,-11.4594
item_8111,3.36402,-13.6263
item_8112,-2.20588,11.7878
item_8113,4.69404,3.00002
item_8114,2.89433,-13.8357
item_8115,-6.1308,11.7227
item_8116,-4.31934,-10.9713
item_8117,2.70115,-13.0661
item_8118,-1.84646,12.1725
item_8119,-4.33368,-10.8233
item_8120,-5.72804,-17.3268
item_8121,-2.15389,12.066
item_8122,17.095,-0.219024
item_8123,-5.57017,-17.4147
item_8124,-6.09233,11.6407
item_8125,4.13719,3.33008
item_8126,-4.64812,-11.5428
item_8127,16.628,-0.599534
item_8128,-2.2104,11.8138
item_8129,-3.82247,-8.66529
item_8130,3.78265,-13.2922
item_8131,-5.79581,11.7646
item_8132,-3.59393,11.6989
item_8133,-3.97107,-9.43713
item_8134,4.95213,-12.7235
item_8135,2.78772,-14.0608
item_8136,-4.39057,-10.933
item_8137,-4.23592,-10.3885
item_8138,-6.02297,11.8467
item_8139,-5.03513,11.5152
item_8140,-4.73059,-11.3836
item_8141,17.3837,-0.0565181
item_8142,-5.71231,11.7919
item_8143,-3.52528,11.8435
item_8144,-5.64179,11.9826
item_8145,-5.9591,12.3296
item_8146,17.4721,-0.121169
item_8147,17.0668,0.104169
item_8148,3.12664,-13.6087
item_8149,-3.76085,-8.76081
item_8150,17.3334,-0.343694
item_8151,16.8737,-0.193764
item_8152,17.629,-0.00671283
item_8153,4.53086,-12.9825
item_8154,17.3166,-0.191788
item_8155,4.92323,-13.0096
item_8156,-2.20825,12.1409
item_8157,4.30952,3.24714
item_8158,3.29685,-13.8571
item_8159,2.94641,-14.006
item_8160,3.16792,-13.7099
item_8161,4.18142,3.23327
item_8162,-4.81497,11.4596
item_8163,4.10127,3.18723
item_8164,-4.41653,-11.0855
item_8165,2.93577,-12.7634
item_8166,-5.41194,11.879
item_8167,4.19051,3.11158
item_8168,-5.7306,11.5168
item_8169,-5.84201,12.0892
item_8170,-4.42447,-11.2602
item_8171,-4.69294,11.5728
item_8172,-4.39071,-11.3023
item_8173,3.91724,-13.3898
item_8174,-5.60492,-16.9353
item_8175,-2.49103,12.0937
item_8176,-4.51175,-11.0365
item_8177,3.94979,3.18586
item_8178,-3.71353,11.7097
item_8179,-3.47632,-8.48206
item_8180,-2.27673,12.296
item_8181,4.07288,3.06874
item_8182,-4.47369,-11.4297
item_8183,-5.77187,12.1367
item_8184,-5.58482,-17.4556
item_8185,2.72024,-12.9522
item_8186,-3.33644,11.8497
item_8187,-3.52239,11.7689
item_8188,3.99715,-13.4039
item_8189,-4.131,-10.2254
item_8190,-4.4247,11.5996
item_8191,17.0515,-0.125417
item_8192,17.365,-0.0111937
item_8193,-4.00095,-9.96953
item_8194,3.21029,-13.8926
item_8195,4.34853,2.96549
item_8196,-4.41102,-11.218
item_8197,4.36468,3.14719
item_8198,-4.4303,-11.2787
item_8199,-5.70453,12.0001
item_8200,-2.05679,12.4854
item_8201,-1.58655,11.9949
item_8202,4.40874,-13.2795
item_8203,-5.41169,12.1847
item_8204,-4.82485,11.4808
item_8205,4.01669,-13.0973
item_8206,-6.07646,11.6764
item_8207,17.0203,-0.34527
item_8208,-1.92353,11.8381
item_8209,-2.02577,12.2421
item_8210,-5.58108,-17.0214
item_8211,-3.55464,-8.72488
item_8212,4.57373,-12.8036
item_8213,4.68223,-12.7328
item_8214,-4.42439,-11.2313
item_8215,-2.20873,11.8482
item_8216,-2.00198,12.1518
item_8217,-1.67244,12.3285
item_8218,-5.73995,11.8814
item_8219,4.20653,3.3378
item_8220,-2.56289,12.2221
item_8221,-5.5594,12.011
item_8222,-4.40363,-11.2925
item_8223,4.2775,3.40734
item_8224,3.36799,-13.8523
item_8225,17.1848,-0.141623
item_8226,16.8589,0.0106944
item_8227,2.4439,-12.9944
item_8228,-4.45932,-11.2205
item_8229,3.38047,-13.2571
item_8230,5.08929,-13.1109
item_8231,-4.24604,-9.95622
item_8232,-2.98715,11.9628
item_8233,-5.59945,12.0601
item_8234,4.10976,-12.9502
item_8235,-3.81817,-8.55352
item_8236,-1.9643,11.9226
item_8237,-4.07238,-10.0403
item_8238,-5.8873,11.5538
item_8239,-2.33328,12.5513
item_8240,-6.09483,11.9904
item_8241,-1.45769,12.2136
item_8242,-4.36801,-11.1279
item_8243,-3.87202,-8.85162
item_8244,-2.07842,11.7986
item_8245,-2.72755,12.2308
item_8246,-5.62936,-16.9021
item_8247,-4.0773,-10.1571
item_8248,3.18281,-13.4581
item_8249,-6.02205,11.711
item_8250,4.38045,-13.196
item_8251,2.89814,-13.1977
item_8252,4.59627,-13.176
item_8253,-5.657,-17.1322
item_8254,2.893,-13.6348
item_8255,4.45389,3.53453
item_8256,-4.73257,11.5722
item_8257,-6.01434,12.1251
item_8258,4.83323,-13.2398
item_8259,4.75055,3.25152
item_8260,-3.81823,-8.86879
item_8261,-3.76685,-8.29898
item_8262,-2.19772,11.831
item_8263,3.32887,-13.8153
item_8264,-5.66919,-17.4895
item_8265,-4.0547,-10.1269
item_8266,17.1383,-0.416455
item_8267,-2.07228,11.7808
item_8268,-5.35614,12.0867
item_8269,-1.86372,12.3738
item_8270,-4.62511,-11.3832
item_8271,-2.10483,11.8854
item_8272,-5.52214,11.8945
item_8273,3.05126,-13.7111
item_8274,3.29673,-14.1245
item_8275,2.91011,-13.846
item_8276,-1.86234,12.2907
item_8277,-1.54516,12.4109
item_8278,5.72576,-12.7904
item_8279,-1.95052,12.3447
item_8280,-4.67271,-10.8929
item_8281,-4.63478,11.5316
item_8282,-6.06335,12.2793
item_8283,16.9306,-0.284292
item_8284,-5.82743,11.9192
item_8285,2.97705,-13.4948
item_8286,-4.29602,-11.3912
item_8287,-5.96157,11.9012
item_8288,-6.21937,12.0987
item_8289,2.75037,-12.7712
item_8290,3.30552,-14.0365
item_8291,16.9897,-0.0381959
item_8292,-4.04221,11.7337
item_8293,4.60889,-12.6891
item_8294,5.70682,-12.8266
item_8295,2.50492,-12.9475
item_8296,-4.38693,-11.2956
item_8297,4.4118,3.34307
item_8298,-4.54902,-11.4388
item_8299,-1.54758,12.5195
item_8300,-4.49801,-11.2208
item_8301,3.01071,-13.9555
item_8302,-6.07429,11.7605
item_8303,-5.73777,12.0193
item_8304,-4.15884,-10.1334
item_8305,2.8472,-13.4574
item_8306,17.2022,0.175538
item_8307,2.51949,-12.8157
item_8308,-5.62496,-17.3361
item_8309,-1.76055,12.4591
item_8310,3.54716,-13.5411
item_8311,-4.44993,-11.3732
item_8312,16.9415,-0.303507
item_8313,17.2892,-0.15812
item_8314,-4.37692,-11.3984
item_8315,17.065,0.095702
item_8316,-6.08551,12.2223
item_8317,-1.94775,12.2944
item_8318,-2.0455,11.9954
item_8319,-1.98021,12.1028
item_8320,-3.82152,11.7095
item_8321,-3.65979,-8.37294
item_8322,-6.11242,11.8381
item_8323,-2.82556,12.0485
item_8324,3.01625,-13.8138
item_8325,-3.5549,-8.57793
item_8326,-6.12132,11.7896
item_8327,16.9894,-0.417309
item_8328,2.91344,-12.763
item_8329,16.9669,-0.0904212
item_8330,-5.92718,11.997
item_8331,4.25975,3.37696
item_8332,-3.19418,11.8773
item_8333,4.28475,3.36425
item_8334,-2.25937,12.1136
item_8335,3.76454,-13.4945
item_8336,3.26276,-13.8956
item_8337,17.2889,-0.0154859
item_8338,-5.7276,-17.518
item_8339,2.47041,-13.2
item_8340,-5.61251,-17.4
item_8341,-4.09655,-9.76203
item_8342,-2.24362,11.8289
item_8343,4.952,-13.0273
item_8344,2.78103,-14.1116
item_8345,-2.06033,11.8519
item_8346,-5.49613,11.7925
item_8347,-1.5975,12.3376
item_8348,3.13315,-14.0969
item_8349,4.39982,3.07369
item_8350,3.42325,-13.541
item_8351,2.50501,-12.774
item_8352,-2.17279,12.2702
item_8353,16.9178,-0.0478646
item_8354,-6.01047,11.8712
item_8355,2.75592,-14.0194
item_8356,3.17767,-13.8056
item_8357,-2.12146,12.1465
item_8358,16.8019,-0.102049
item_8359,-2.39259,12.3212
item_8360,-4.40547,-11.3653
item_8361,2.68395,-12.9105
item_8362,-5.87962,11.6586
item_8363,-6.22826,11.9359
item_8364,-5.21813,12.004
item_8365,-5.03799,11.6345
item_8366,-4.44892,-11.3602
item_8367,-3.69432,-8.33638
item_8368,16.954,-0.0422627
item_8369,3.43102,-13.5786
item_8370,3.01823,-13.9511
item_8371,-1.95752,11.7834
item_8372,-4.16238,-9.79917
item_8373,4.51868,-12.8601
item_8374,4.80532,3.14548
item_8375,4.63366,-12.8133
item_8376,-5.8823,12.1591
item_8377,17.3061,0.0196883
item_8378,-5.71574,11.7934
item_8379,-3.42741,-8.49151
item_8380,-4.69706,11.5489
item_8381,-1.73785,11.9481
item_8382,-4.72794,-11.0171
item_8383,4.20728,3.42351
item_8384,-3.29865,11.8832
item_8385,17.0987,-0.391901
item_8386,3.31991,-13.6881
item_8387,2.81008,-12.9558
item_8388,2.89252,-13.9017
item_8389,-4.65833,11.5403
item_8390,-6.03379,12.0182
item_8391,4.50357,-13.0483
item_8392,-4.51942,-11.191
item_8393,-3.82008,-8.13059
item_8394,-5.9197,11.9329
item_8395,4.58615,2.96823
item_8396,-4.21714,-11.006
item_8397,-3.42691,11.8433
item_8398,-4.56523,-11.1703
item_8399,16.9494,-0.214506
item_8400,-2.4371,12.3848
item_8401,-1.88715,12.39
item_8402,-5.69013,11.7833
item_8403,4.63489,2.9202
item_8404,4.46263,-13.2445
item_8405,-2.05779,12.2991
item_8406,-4.37903,-11.0612
item_8407,-4.09862,-10.0337
item_8408,17.0757,0.0298364
item_8409,-1.80339,12.3141
item_8410,-5.80146,12.014
item_8411,17.5371,-0.205139
item_8412,5.85929,-12.7364
item_8413,-1.98375,11.8612
item_8414,5.48073,-12.9232
item_8415,-3.68916,-8.5276
item_8416,-2.50462,11.6244
item_8417,-2.75134,12.3416
item_8418,2.92742,-13.6321
item_8419,4.97515,3.19128
item_8420,-5.59446,-17.3328
item_8421,17.4076,0.0339465
item_8422,-5.64758,-17.286
item_8423,4.25759,3.18975
item_8424,-4.68396,11.6138
item_8425,-2.04429,11.9617
item_8426,3.29281,-12.7179
item_8427,-3.54916,-8.6292
item_8428,-4.43952,-11.2072
item_8429,17.1397,0.0422579
item_8430,-5.8006,11.9009
item_8431,4.67689,3.4031
item_8432,-4.33513,-11.2915
item_8433,-4.11393,-9.74405
item_8434,5.14682,-12.9941
item_8435,-3.98869,-8.30089
item_8436,-5.65973,-17.378
item_8437,-5.51315,11.7405
item_8438,-5.79904,12.0403
item_8439,-2.3869,12.136
item_8440,-6.24292,11.8225
item_8441,-1.71632,11.8654
item_8442,-4.46605,-11.5898
item_8443,-1.75591,12.3688
item_8444,5.78593,-12.783
item_8445,-2.75564,11.9364
item_8446,-1.72936,12.1663
item_8447,5.8221,-12.7827
item_8448,4.44355,-13.2448
item_8449,-1.59553,12.0845
item_8450,16.9086,-0.281132
item_8451,4.47293,3.1614
item_8452,4.50673,3.09617
item_8453,4.24924,2.93444
item_8454,4.66217,-12.9043
item_8455,16.9775,-0.0881162
item_8456,-4.00035,-9.88462
item_8457,4.28441,3.15275
item_8458,-2.00984,12.2026
item_8459,17.2626,-0.274362
item_8460,-5.71907,-17.548
item_8461,4.80163,-13.1224
item_8462,17.0609,-0.176637
item_8463,17.0217,-0.212066
item_8464,-5.13518,11.66
item_8465,4.15682,3.37223
item_8466,-3.8654,-8.46809
item_8467,-1.5439,12.3652
item_8468,-2.40196,11.99
item_8469,-1.86963,12.3029
item_8470,2.884,-13.7131
item_8471,4.03627,-13.2958
item_8472,4.48564,3.20743
item_8473,3.36221,-13.8836
item_8474,4.97948,-12.9114
item_8475,4.25799,-12.8018
item_8476,-3.96896,-9.69855
item_8477,-5.60468,11.8683
item_8478,-2.21218,11.9936
item_8479,17.2624,-0.179697
item_8480,-5.65985,-17.3775
item_8481,-4.5135,11.6737
item_8482,17.0255,-0.304288
item_8483,-4.3854,-10.9586
item_8484,-5.83775,11.4738
item_8485,-1.73043,12.4405
item_8486,-3.61565,-8.94231
item_8487,4.48363,2.90166
item_8488,-2.03471,11.729
item_8489,2.97158,-14.0297
item_8490,3.17915,-13.6503
item_8491,5.06897,-13.1338
item_8492,4.32117,3.12251
item_8493,-2.90434,11.9946
item_8494,5.17029,-13.0337
item_8495,-3.82891,-9.13184
item_8496,-2.13498,12.4108
item_8497,-4.39864,-11.2962
item_8498,17.0267,0.0802218
item_8499,-3.58243,-8.40713
item_8500,-5.69741,11.4344
item_8501,17.2834,-0.409292
item_8502,-4.14453,-9.93257
item_8503,-5.26679,11.7636
item_8504,-2.83857,12.0827
item_8505,-3.76538,-8.22729
item_8506,-4.28746,-10.8547
item_8507,4.01228,3.29812
item_8508,2.80638,-13.0268
item_8509,-2.00117,12.1673
item_8510,3.18605,-13.7906
item_8511,-2.34866,12.3045
item_8512,-5.67825,12.0632
item_8513,4.58834,2.98858
item_8514,4.5685,3.34199
item_8515,-2.41816,12.3066
item_8516,3.0047,-13.744
item_8517,-2.72856,12.2063
item_8518,-4.98214,11.6041
item_8519,-1.85988,12.0527
item_8520,-5.65467,-17.4293
item_8521,-4.2328,-10.531
item_8522,-5.58306,-17.0674
item_8523,-3.60463,-8.39776
item_8524,17.0128,0.0373421
item_8525,-3.96147,-9.76973
item_8526,-5.39382,12.2537
item_8527,16.9911,0.0867967
item_8528,2.90321,-13.6398
item_8529,2.50837,-12.9027
item_8530,4.23109,3.22902
item_8531,4.38325,3.03072
item_8532,2.92561,-13.8776
item_8533,17.4081,-0.0944211
item_8534,2.85762,-13.6783
item_8535,-1.99563,12.2805
item_8536,-3.55051,-8.9383
item_8537,-3.96991,-9.32794
item_8538,-3.72642,-9.07005
item_8539,4.06623,3.12619
item_8540,-1.68558,12.6371
item_8541,3.21493,-13.856
item_8542,-3.90953,-9.66975
item_8543,4.20237,3.15245
item_8544,4.49072,3.11263
item_8545,-4.19796,-10.7748
item_8546,3.19517,-13.9208
item_8547,16.9548,-0.192812
item_8548,-2.19626,11.8495
item_8549,-3.66698,-8.65582
item_8550,-5.62659,-17.3957
item_8551,4.33036,3.15599
item_8552,3.27242,-12.8963
item_8553,5.76249,-12.7967
item_8554,-1.49838,12.0993
item_8555,-3.55376,-8.81371
item_8556,-5.54282,11.643
item_8557,-5.78481,11.5455
item_8558,-4.20521,-10.0192
item_8559,-5.71965,11.6557
item_8560,-5.81601,11.9885
item_8561,-2.29027,11.6247
item_8562,17.4691,-0.08699
item_8563,-6.23771,12.0669
item_8564,-2.96949,11.8257
item_8565,5.01034,-12.8691
item_8566,4.24715,-12.8923
item_8567,-4.73611,11.661
item_8568,-1.96489,12.5807
item_8569,-3.84452,-9.14079
item_8570,-5.67098,-17.5059
item_8571,-1.67427,12.0387
item_8572,-5.37427,11.6794
item_8573,-5.11541,11.6211
item_8574,5.24797,-12.8878
item_8575,4.45962,3.25188
item_8576,4.34996,3.22948
item_8577,-5.85336,11.6119
item_8578,16.9533,0.0994449
item_8579,4.45771,3.32141
item_8580,-2.08531,12.1826
item_8581,-1.64103,12.5405
item_8582,-5.944,11.7558
item_8583,4.61942,-12.7926
item_8584,-2.02709,11.9604
item_8585,-3.56107,-8.51854
item_8586,-2.89612,12.0527
item_8587,-2.10092,12.3576
item_8588,-1.91147,11.9062
item_8589,4.75513,2.95923
item_8590,4.74048,3.14313
item_8591,16.9677,-0.1679
item_8592,5.18259,-13.1034
item_8593,-2.19302,12.4037
item_8594,4.66389,-13.1301
item_8595,-5.77399,11.5936
item_8596,4.34464,3.37033
item_8597,-3.51415,11.7757
item_8598,-3.78482,-10.2262
item_8599,4.82688,-12.9595
item_8600,4.5301,-12.8959
item_8601,-2.41025,12.2073
item_8602,-2.84609,12.0426
item_8603,4.29454,3.27444
item_8604,-1.88194,12.4955
item_8605,-6.00988,11.8342
item_8606,2.86761,-13.0185
item_8607,-3.79461,-8.43999
item_8608,-3.78675,-8.91083
item_8609,-2.09371,12.1721
item_8610,4.07752,-12.8962
item_8611,4.34838,3.2787
item_8612,4.57061,-12.8399
item_8613,3.25725,-14.0787
item_8614,4.0793,-12.8342
item_8615,5.10664,-13.0074
item_8616,4.82619,3.25097
item_8617,-5.35757,11.6683
item_8618,4.26484,-12.9073
item_8619,2.60686,-12.9108
item_8620,-3.74583,-8.47378
item_8621,-1.86346,12.2777
item_8622,17.4521,0.134761
item_8623,-2.08471,12.1193
item_8624,-5.6731,-17.1944
item_8625,-1.94844,11.9497
item_8626,4.70122,3.10008
item_8627,-2.6589,12.314
item_8628,17.2442,-0.309305
item_8629,17.031,-0.280124
item_8630,-5.11942,11.6848
item_8631,-2.07526,12.0284
item_8632,4.61714,-13.2628
item_8633,3.96031,-13.2361
item_8634,4.35726,3.15549
item_8635,-1.78047,12.1848
item_8636,-3.63334,-8.70612
item_8637,16.9271,-0.0885728
item_8638,-2.98948,12.1079
item_8639,17.2713,0.182498
item_8640,-4.22512,-10.5042
item_8641,4.2559,-13.041
item_8642,-2.84337,12.2443
item_8643,-3.9364,-8.31355
item_8644,-4.05118,-10.1101
item_8645,-1.4368,12.335
item_8646,-2.65377,12.1865
item_8647,-3.40598,-8.38242
item_8648,-5.98385,11.5977
item_8649,4.45843,3.42282
item_8650,-5.64149,-17.4572
item_8651,-2.01103,11.8604
item_8652,-5.76259,11.4576
item_8653,4.75821,3.3784
item_8654,3.32015,-13.8745
item_8655,-1.72776,12.0785
item_8656,-5.18,11.7285
item_8657,-3.47287,-8.47413
item_8658,-2.03573,12.0988
item_8659,17.1508,0.219981
item_8660,-3.99698,-8.49542
item_8661,4.27383,3.4277
item_8662,-1.81812,12.1965
item_8663,-3.8714,-9.84834
item_8664,4.99895,-13.1259
item_8665,4.72559,3.12041
item_8666,-5.05351,11.5743
item_8667,-4.66669,-11.127
item_8668,17.2206,0.159706
item_8669,-3.71149,-8.67569
item_8670,-2.57909,12.3356
item_8671,4.45214,-12.7759
item_8672,-5.6447,11.4991
item_8673,2.48412,-12.7527
item_8674,-2.09882,12.0411
item_8675,-1.95156,12.5679
item_8676,-3.86232,-9.29873
item_8677,-1.53476,12.101
item_8678,-2.74979,12.1091
item_8679,4.08624,3.35079
item_8680,4.72112,3.21221
item_8681,2.9971,-14.0725
item_8682,3.08576,-14.1625
item_8683,3.24417,-13.8535
item_8684,17.4539,-0.198308
item_8685,-4.04244,-10.2709
item_8686,16.7786,-0.0717454
item_8687,-3.74141,-8.59788
item_8688,3.10442,-13.7421
item_8689,17.0592,-0.397396
item_8690,4.35739,3.37989
item_8691,4.51599,-13.2335
item_8692,4.37456,-12.8705
item_8693,17.0367,-0.247319
item_8694,-4.02801,-10.2889
item_8695,-4.52878,-11.3429
item_8696,-1.41551,12.3801
item_8697,-2.05839,11.9011
item_8698,17.1382,-0.330086
item_8699,-5.61756,11.6413
item_8700,-5.91812,11.4994
item_8701,-3.72889,-8.68171
item_8702,-4.4388,-11.5298
item_8703,-1.73249,11.9232
item_8704,2.93594,-14.0721
item_8705,4.26835,3.17445
item_8706,-4.66101,11.4932
item_8707,-2.39774,12.1662
item_8708,4.50369,-12.799
item_8709,-4.08324,-9.82421
item_8710,-5.62362,11.7707
item_8711,2.43335,-12.9237
item_8712,-2.09671,12.1453
item_8713,-3.66015,-8.60697
item_8714,-5.63712,-17.3771
item_8715,2.58875,-13.0161
item_8716,17.3648,-0.287505
item_8717,2.46877,-13.0677
item_8718,-5.65533,11.3743
item_8719,-5.67355,11.8986
item_8720,-4.57504,-11.3583
item_8721,17.1848,-0.0974964
item_8722,-2.72341,12.0076
item_8723,-4.1696,-10.3076
item_8724,3.23858,-13.6791
item_8725,2.66765,-13.3732
item_8726,-4.72293,11.5318
item_8727,17.2522,-0.0583088
item_8728,4.32597,-13.1507
