,dimension_1,dimension_2,dimension_3
item_7162,2.50573,2.94459,2.81432
item_7163,-1.29681,0.237551,4.92251
item_7164,-4.61699,1.7251,-1.57613
item_7165,4.58975,-1.63339,5.38372
item_7166,0.229253,-0.483617,2.62784
item_7167,0.871032,-2.10044,-5.27813
item_7168,2.97009,1.4681,-4.93337
item_7169,-5.44147,1.08503,-1.81182
item_7170,-3.07787,-6.00778,0.972001
item_7171,2.00891,3.01087,1.89315
item_7172,1.4078,1.57785,-4.42512
item_7173,-0.0510018,0.0526088,4.14619
item_7174,2.65242,2.53489,-4.43218
item_7175,2.745,1.57139,-3.79463
item_7176,-3.03685,-6.00214,0.991401
item_7177,-5.07251,-4.36223,1.05634
item_7178,2.95084,3.41054,3.08739
item_7179,0.401669,-0.113702,-5.16314
item_7180,-4.89569,2.21994,-1.3084
item_7181,1.34505,-0.185448,-4.42466
item_7182,3.78121,-0.378751,5.45809
item_7183,-1.49581,1.46208,3.0791
item_7184,3.53386,-0.156157,5.36109
item_7185,-0.733448,2.45027,3.03771
item_7186,-4.12463,-5.04187,0.766724
item_7187,0.793108,-1.93417,-4.46813
item_7188,2.64221,3.38752,2.92007
item_7189,-4.08989,-4.6448,1.45217
item_7190,-0.553076,2.2971,4.5929
item_7191,-1.4457,0.652199,3.27052
item_7192,-0.0325019,0.858318,-4.86317
item_7193,0.970797,-1.68716,-4.13059
item_7194,-0.191571,-0.256313,2.61407
item_7195,1.67428,1.18691,-4.84409
item_7196,-5.42888,0.976271,-2.41275
item_7197,2.52311,2.93038,2.21405
item_7198,2.42075,2.05627,-4.72042
item_7199,1.64364,-1.50417,-4.78722
item_7200,-1.22575,2.31904,2.33093
item_7201,1.16748,0.492256,-3.91073
item_7202,1.78925,1.69377,-3.99033
item_7203,-5.6168,0.526816,-2.76274
item_7204,4.39793,-0.49794,5.49392
item_7205,0.964608,-1.65233,-5.06693
item_7206,-3.87081,-5.33999,0.825145
item_7207,-4.78705,0.960864,-1.73082
item_7208,2.63629,3.56808,3.10578
item_7209,1.53368,-2.10441,-4.89194
item_7210,-0.668228,1.95639,4.69185
item_7211,1.47153,0.40699,-3.99791
item_7212,-0.0627829,1.13021,-4.88036
item_7213,-5.22821,0.914694,-2.32864
item_7214,2.62322,2.07651,-4.82651
item_7215,-0.758203,2.23368,4.68957
item_7216,-0.465867,3.17306,1.64763
item_7217,-0.675002,2.90518,1.93826
item_7218,2.16613,1.92301,-4.38573
item_7219,-1.03765,1.02184,3.56936
item_7220,3.07375,0.122497,5.08132
item_7221,-4.93433,0.791279,-1.9096
item_7222,-2.9568,-5.76872,0.715827
item_7223,-6.35453,-3.3576,1.50873
item_7224,2.98066,3.65877,2.88004
item_7225,-4.88481,0.86646,-2.09579
item_7226,-0.330108,1.47608,5.0288
item_7227,-0.475401,3.05752,2.60415
item_7228,-0.0776805,1.39033,-5.07907
item_7229,-3.62786,2.02486,-0.152528
item_7230,1.98967,2.53483,-4.84854
item_7231,-4.21071,1.54572,-1.36075
item_7232,-0.541083,3.2554,1.84273
item_7233,-0.213848,-0.61844,1.88875
item_7234,2.47593,2.52714,-4.29352
item_7235,-6.57768,-2.52849,2.58006
item_7236,0.986561,-1.4324,1.82534
item_7237,3.43207,-0.351324,-4.28534
item_7238,-3.76918,-5.20742,0.662128
item_7239,0.377428,-0.900513,2.46175
item_7240,0.981513,1.78674,-4.78372
item_7241,-7.3554,-3.41977,2.21273
item_7242,1.4406,1.73353,-4.43979
item_7243,4.53903,-1.19358,5.34025
item_7244,2.77849,0.258659,4.94867
item_7245,-1.14611,0.101902,3.96931
item_7246,1.98354,2.07542,-4.58566
item_7247,-0.281431,-0.563611,2.56293
item_7248,3.28759,-0.105614,5.34243
item_7249,0.89883,-1.87596,-5.19721
item_7250,0.90261,-1.14761,2.05082
item_7251,0.254333,1.5373,4.46412
item_7252,1.51159,2.30599,-4.82113
item_7253,1.02675,0.0418355,-4.42851
item_7254,-3.69877,-5.50465,0.862544
item_7255,4.73314,-1.48313,4.83457
item_7256,2.21069,2.11236,-4.70148
item_7257,0.340748,-1.27639,-4.08687
item_7258,2.76427,3.36211,3.18398
item_7259,1.40797,-0.302883,-4.24671
item_7260,2.7864,3.56341,3.07461
item_7261,0.790357,-0.924936,2.08873
item_7262,-0.0269648,1.8444,4.27782
item_7263,2.32758,2.95742,2.25208
item_7264,-0.476975,0.995724,5.06956
item_7265,1.30888,-1.15673,-4.34104
item_7266,2.94321,3.48416,3.02944
item_7267,2.44827,2.85622,2.6688
item_7268,3.20112,-0.34599,5.47266
item_7269,-5.09141,1.3654,-1.32266
item_7270,1.74057,1.56236,-4.56314
item_7271,-4.95602,-3.73276,1.60773
item_7272,2.95537,0.155771,5.04823
item_7273,4.19571,-1.2886,5.21907
item_7274,-4.84188,2.17682,-1.32937
item_7275,1.37311,-2.18632,-4.95597
item_7276,-3.07555,-5.79142,0.824637
item_7277,-0.829419,-0.195807,4.64235
item_7278,2.2516,2.09493,-4.61367
item_7279,2.63942,2.50969,-4.22706
item_7280,1.04486,-1.63969,1.58865
item_7281,0.227724,-1.44291,-5.16761
item_7282,4.5173,-0.455342,5.43094
item_7283,0.453805,-1.19943,-4.15856
item_7284,-0.875646,-0.11327,3.62585
item_7285,2.65837,2.09197,-3.99652
item_7286,-0.0604085,1.35176,-5.04975
item_7287,4.08011,-0.715487,5.64132
item_7288,1.98914,2.54718,-4.83654
item_7289,-0.930335,0.635521,4.4445
item_7290,-3.98866,2.27795,-0.455372
item_7291,-0.953965,3.03807,2.36689
item_7292,-4.41066,2.32826,-0.797686
item_7293,2.12876,3.43845,1.46188
item_7294,-1.34184,1.03015,4.95727
item_7295,-0.975043,0.0866658,4.08108
item_7296,-1.25472,1.7801,4.24203
item_7297,0.549386,-0.263922,-5.33221
item_7298,-1.1649,2.16093,2.64371
item_7299,-3.83239,1.9144,-0.484466
item_7300,-3.70588,-5.19367,0.62702
item_7301,-0.882298,1.80125,2.33411
item_7302,2.17173,1.47207,-4.97219
item_7303,-0.82161,-0.0496338,3.7485
item_7304,-2.89047,-5.91046,0.811658
item_7305,2.86541,3.14015,1.84692
item_7306,3.45424,-0.0847026,5.30389
item_7307,2.91694,0.0720713,-4.42463
item_7308,-0.914069,3.18639,2.47438
item_7309,-0.761135,0.29758,2.79315
item_7310,2.55666,2.09819,-4.90258
item_7311,1.10182,0.317657,-4.49872
item_7312,0.884205,-1.52071,1.71837
item_7313,1.01587,0.277978,-4.15692
item_7314,3.32729,3.6556,2.12032
item_7315,3.27881,0.845437,-4.08252
item_7316,-3.98912,-5.41087,1.35896
item_7317,-1.06967,0.975748,3.22822
item_7318,-4.21424,-5.29882,1.46926
item_7319,3.23172,-1.47269,5.67921
item_7320,-0.0685353,1.00366,-4.92902
item_7321,-1.5163,1.66634,2.9773
item_7322,0.715802,-1.14802,2.4236
item_7323,-0.0140445,1.25908,4.95172
item_7324,0.64202,-1.10171,2.09086
item_7325,-5.89611,-3.62904,1.47552
item_7326,3.42134,-0.181368,5.41833
item_7327,2.87572,2.96626,2.33163
item_7328,-0.0176027,1.17553,-5.04906
item_7329,-0.658599,1.95853,2.75847
item_7330,-4.85379,-4.70248,1.65894
item_7331,-6.75836,-3.74643,2.38551
item_7332,2.54042,2.12271,-4.90703
item_7333,-0.850129,1.61122,5.09104
item_7334,0.00507305,1.29232,-5.0749
item_7335,3.27342,0.815445,-4.63209
item_7336,0.787919,1.68509,-4.78146
item_7337,-1.20374,1.65415,4.87493
item_7338,2.60308,3.52816,3.12258
item_7339,4.5465,-1.02672,5.58249
item_7340,-0.46634,0.79224,5.10129
item_7341,2.89428,1.22133,-4.78161
item_7342,-3.91062,1.99934,-0.4835
item_7343,-4.05974,1.99362,-0.736396
item_7344,0.0430443,1.03229,-5.61509
item_7345,2.37339,2.80758,2.53733
item_7346,-2.9828,-5.98996,0.966028
item_7347,-0.142863,-0.717876,1.91113
item_7348,1.52021,2.09866,-5.01943
item_7349,3.22416,1.26131,-3.94037
item_7350,-2.31029,-6.0286,0.676092
item_7351,1.68086,1.91559,-4.43569
item_7352,-0.269787,0.00159473,4.30974
item_7353,3.36981,-0.344241,-4.25183
item_7354,2.92315,3.08449,3.26556
item_7355,-0.703171,-0.201194,4.61077
item_7356,4.20505,-0.763849,5.66253
item_7357,-1.37042,1.79802,2.5372
item_7358,0.0450758,1.22092,-5.32514
item_7359,4.13279,-1.90433,5.5237
item_7360,-1.1173,3.27396,2.53818
item_7361,2.43428,3.19854,2.43352
item_7362,-5.07364,1.79509,-1.49061
item_7363,3.15901,0.0715534,-4.42961
item_7364,-3.21088,-5.96983,0.977688
item_7365,3.02627,-0.441203,5.32074
item_7366,0.608814,1.65544,-4.73484
item_7367,0.534152,-1.20275,-4.17485
item_7368,0.0179377,1.99541,4.30573
item_7369,-0.133791,-0.67195,1.81921
item_7370,3.58685,3.588,2.82644
item_7371,2.06248,2.92441,2.1687
item_7372,3.14648,-0.791013,5.70196
item_7373,2.39925,-0.470167,5.14341
item_7374,4.27485,-0.681269,5.62044
item_7375,-0.398616,0.0847129,4.3836
item_7376,2.75416,3.35765,3.11168
item_7377,-1.22688,1.70878,3.0009
item_7378,0.784527,-1.39082,1.89055
item_7379,4.76605,-1.40178,4.77907
item_7380,-5.13575,1.60724,-1.41527
item_7381,2.74678,2.35667,-4.58531
item_7382,1.31462,2.03759,-4.66648
item_7383,-0.17383,-0.161996,2.62248
item_7384,1.51468,0.611609,-4.77768
item_7385,3.03485,1.47833,-3.84792
item_7386,-4.47472,2.01299,-0.728833
item_7387,2.08262,-1.43235,-4.4282
item_7388,0.989069,-1.05497,2.13637
item_7389,3.12466,0.0560088,-3.76714
item_7390,-3.90485,2.24861,-0.456251
item_7391,-0.225173,-0.185383,2.68442
item_7392,3.72374,-1.81405,5.63149
item_7393,3.22606,3.12297,3.27082
item_7394,-5.9177,-3.58839,1.45791
item_7395,2.60831,3.4532,1.85491
item_7396,2.08044,3.55081,2.06547
item_7397,-1.33516,1.24351,4.89121
item_7398,-1.01038,1.42612,4.90646
item_7399,-3.84385,1.78631,-0.563789
item_7400,0.822848,0.320407,-4.30849
item_7401,-1.51053,2.23974,2.61485
item_7402,-5.0954,1.52709,-1.25685
item_7403,-5.34034,-3.8329,1.46572
item_7404,2.81567,-0.164888,-3.91627
item_7405,-4.61305,-4.72409,1.739
item_7406,-1.00206,1.58355,2.63737
item_7407,-6.87559,-2.88695,2.36931
item_7408,1.49572,0.750608,-4.51147
item_7409,2.84148,3.30415,2.07651
item_7410,4.64064,-1.92879,5.48733
item_7411,-6.62034,-3.46241,2.36895
item_7412,-6.02542,-3.88619,2.31935
item_7413,-1.45208,0.742142,4.89523
item_7414,2.2131,3.23428,2.20935
item_7415,-4.0392,-5.3626,1.2254
item_7416,-0.931926,1.61914,4.58032
item_7417,1.05275,-1.57832,-4.74699
item_7418,0.851907,-0.608969,-4.64497
item_7419,2.04343,-1.55656,-4.82913
item_7420,-0.630729,-0.174517,4.0259
item_7421,3.17509,2.20052,-4.54732
item_7422,-3.15118,-5.29,0.798144
item_7423,-1.06414,1.65099,5.04971
item_7424,2.77367,-0.0273336,-3.89479
item_7425,-7.41541,-3.54064,2.06508
item_7426,-1.03212,1.64828,2.60313
item_7427,0.411558,0.361992,-4.33483
item_7428,3.96291,-1.83393,5.63464
item_7429,2.40482,2.89851,2.11481
item_7430,-5.61492,-4.13935,2.24056
item_7431,1.49371,0.0877761,-4.79981
item_7432,1.54141,3.05075,2.03306
item_7433,2.17821,2.86657,1.96765
item_7434,-0.909316,1.58415,4.59701
item_7435,-4.62111,1.05917,-1.8411
item_7436,-4.00885,-5.05469,1.32913
item_7437,-1.17555,0.930577,3.08385
item_7438,2.38594,-1.63327,-4.92201
item_7439,1.5334,-1.4027,-4.51559
item_7440,-1.144,1.78552,2.77185
item_7441,-6.8436,-3.03313,2.46223
item_7442,-1.00753,1.58544,2.55917
item_7443,0.46118,-0.0114288,-4.62577
item_7444,-0.549622,-0.0487197,3.95556
item_7445,-0.862917,-0.0936639,4.14216
item_7446,2.49224,-0.0667382,-4.00055
item_7447,3.12148,1.74537,-3.95133
item_7448,1.25732,0.270735,-4.07221
item_7449,0.101401,-0.7703,1.78892
item_7450,-0.554053,-0.193326,4.29783
item_7451,-1.0849,0.501945,4.0684
item_7452,3.01746,-0.704464,5.59766
item_7453,-4.03667,1.40213,-0.712367
item_7454,-1.08572,1.53414,2.68194
item_7455,-3.25068,-5.26237,0.808002
item_7456,-0.987541,1.70365,4.65011
item_7457,-5.58677,0.549085,-2.53681
item_7458,-0.526841,-0.184631,4.37979
item_7459,3.04389,-1.61199,5.53515
item_7460,0.587175,0.998899,-4.35957
item_7461,-3.93501,2.19504,-0.574692
item_7462,-0.967386,1.95913,2.4422
item_7463,4.70109,-1.85341,5.42825
item_7464,-1.08576,1.42496,4.915
item_7465,1.21359,-1.30643,-4.4854
item_7466,3.00403,-0.126625,5.18573
item_7467,2.35433,-0.310355,5.09065
item_7468,2.00588,3.61137,2.01397
item_7469,1.11514,0.14776,-4.89443
item_7470,-5.08066,-4.36645,1.06712
item_7471,2.90345,1.43468,-3.87289
item_7472,2.98791,-0.349377,5.42157
item_7473,-4.76045,-4.7909,1.69606
item_7474,2.01396,3.64683,2.0376
item_7475,1.40317,-1.71864,-4.52968
item_7476,-0.472666,-0.116937,4.16686
item_7477,1.33474,3.05477,1.74973
item_7478,-1.02391,1.23258,2.96122
item_7479,-6.6393,-2.76931,2.46467
item_7480,-1.01978,1.53057,2.61528
item_7481,-0.756404,-0.141498,4.18241
item_7482,-0.658158,-0.18644,4.39313
item_7483,-1.01219,-0.00120085,3.6176
item_7484,-0.839748,1.59534,4.59353
item_7485,2.91902,2.87552,3.10026
item_7486,3.34652,-1.26777,5.71852
item_7487,1.93215,3.38415,1.65099
item_7488,0.605117,0.938173,-4.34008
item_7489,-1.56817,1.80191,2.95591
item_7490,0.723382,0.969296,-4.3237
item_7491,-5.53915,0.68365,-2.54869
item_7492,-4.65789,-4.87851,1.32675
item_7493,1.33088,-1.51075,-4.32874
item_7494,-5.04325,1.60263,-1.27206
item_7495,2.98592,-0.186338,-3.85954
item_7496,-4.85039,-4.46831,0.987487
item_7497,-5.54131,-4.1941,2.20192
item_7498,-0.820096,1.62795,4.52159
item_7499,0.616346,-0.438207,2.35915
item_7500,2.48389,-0.231779,5.15012
item_7501,1.88694,3.63359,2.00805
item_7502,-0.870961,1.60029,4.6119
item_7503,1.06958,0.183006,-4.23959
item_7504,-4.96825,1.81899,-1.31002
item_7505,-5.45749,1.0612,-1.83939
item_7506,1.30407,0.071784,-4.21234
item_7507,2.9337,0.026271,5.15042
item_7508,-0.924031,1.73781,4.63183
item_7509,-0.861215,0.442803,4.21359
item_7510,2.63626,-0.186383,-4.0701
item_7511,1.3535,1.12529,4.53694
item_7512,1.31085,-0.236565,-4.32905
item_7513,-1.17656,1.09281,2.96284
item_7514,2.76031,-0.144507,-3.92553
item_7515,-1.44239,1.56947,3.21904
item_7516,2.89518,-0.266707,5.31421
item_7517,-4.66394,1.31999,-1.2658
item_7518,0.79809,-0.381529,-4.55837
item_7519,1.98238,1.90391,-4.24329
item_7520,-1.00278,2.07638,2.39872
item_7521,1.97174,3.36156,1.81643
item_7522,-0.950358,1.55786,4.5508
item_7523,-5.21999,1.71461,-1.70131
item_7524,2.10458,3.52992,2.05146
item_7525,-6.7253,-2.78154,1.95999
item_7526,2.86014,-0.128104,-3.83906
item_7527,1.02478,-1.49986,-5.0403
item_7528,2.71095,0.0233471,-3.84147
item_7529,-7.11409,-3.14263,2.245
item_7530,1.4303,-0.218369,-4.29377
item_7531,2.94155,3.33351,1.72253
item_7532,-0.552265,-0.143616,4.13897
item_7533,-6.57769,-2.57715,2.58048
item_7534,-3.79036,-5.11219,1.002
item_7535,3.20139,1.11101,-4.8857
item_7536,-0.430257,0.0102475,4.41683
item_7537,-4.69435,-4.61965,1.61938
item_7538,2.02751,3.61411,1.97605
item_7539,1.00979,-1.70053,-4.27162
item_7540,-0.969458,1.76465,2.60835
item_7541,-1.01258,0.815477,4.02874
item_7542,1.1089,0.0457936,-4.43816
item_7543,-7.17137,-3.62087,1.87484
item_7544,-4.56613,1.48476,-0.89268
item_7545,0.33453,-0.441583,2.64304
item_7546,2.16658,-0.112932,-4.10069
item_7547,-0.25353,0.208019,4.37353
item_7548,2.22726,-0.430275,-4.4323
item_7549,4.54394,-1.07298,5.48449
item_7550,-5.05401,1.6054,-1.24704
item_7551,-1.27935,0.75973,3.61385
item_7552,0.607936,0.940638,-4.35452
item_7553,4.34339,-1.56378,5.70872
item_7554,-6.09977,-3.84748,2.35854
item_7555,1.66201,3.50165,1.88656
item_7556,2.03728,2.96251,2.16971
item_7557,-1.38611,1.57374,4.99858
item_7558,2.64509,-0.181708,5.19739
item_7559,-6.88846,-2.76336,2.41966
item_7560,-5.0045,1.55961,-1.13822
item_7561,0.388073,-1.26191,-4.83815
item_7562,-5.55904,-4.14535,2.17171
item_7563,-5.56018,0.651162,-2.57436
item_7564,-6.64111,-3.58165,2.39154
item_7565,-5.72716,0.359913,-2.85629
item_7566,2.50221,-1.00865,-4.21369
item_7567,4.30262,-1.69607,5.44402
item_7568,2.07998,3.53042,2.06109
item_7569,3.01423,-0.142858,-3.76175
item_7570,-0.894375,1.11876,4.73113
item_7571,-1.22766,0.79437,3.15242
item_7572,-4.97533,1.56324,-1.17004
item_7573,-6.70984,-2.99175,1.72321
item_7574,0.681199,0.165646,-4.65978
item_7575,-7.22389,-3.23628,2.22071
item_7576,-1.03338,1.64878,2.65638
item_7577,2.8223,3.50364,1.5654
item_7578,-4.94716,1.70378,-1.11609
item_7579,0.465736,-0.0425222,-5.24607
item_7580,0.767338,0.798232,-4.22962
item_7581,-5.52806,0.56771,-2.57221
item_7582,-4.93265,1.70007,-1.09678
item_7583,-0.82828,1.90009,4.82951
item_7584,-0.647909,-0.226681,4.24784
item_7585,-0.77601,0.882022,4.36302
item_7586,2.86702,-0.769511,5.49727
item_7587,-1.23601,1.85558,2.95641
item_7588,2.14138,3.4315,2.10265
item_7589,-6.87026,-3.44213,2.18796
item_7590,2.60799,-0.183845,5.20357
item_7591,-0.431258,0.881687,5.08754
item_7592,-0.552527,-0.229651,4.13288
item_7593,-0.724099,-0.0115811,4.07916
item_7594,-4.9669,1.50871,-1.24944
item_7595,2.75741,2.66088,2.93945
item_7596,-0.594569,-0.164057,4.18591
item_7597,1.15397,-2.2298,-4.94247
item_7598,2.49202,-0.252699,5.15322
item_7599,-5.5338,0.67375,-2.67121
item_7600,-4.75817,-4.67889,1.79854
item_7601,-0.763873,0.765703,4.98684
item_7602,2.1176,3.39474,2.07225
item_7603,1.00159,-1.69542,-4.33606
item_7604,-6.3408,-3.49628,2.02605
item_7605,-0.983823,0.518407,3.64987
item_7606,2.01372,-1.39323,-4.46986
item_7607,1.66035,2.32287,-4.79047
item_7608,-1.07543,1.68516,2.74137
item_7609,3.01679,0.134455,-4.35951
item_7610,-4.60439,-4.90137,1.22001
item_7611,2.53346,-1.14919,-4.53578
item_7612,0.791194,0.596047,-4.13829
item_7613,-6.62159,-2.59895,2.54278
item_7614,-1.01159,1.51081,4.90732
item_7615,2.00938,3.03485,1.74552
item_7616,1.44595,3.15183,1.77341
item_7617,3.23728,1.43791,-3.96745
item_7618,-0.996906,1.62514,2.55737
item_7619,-0.889826,1.22719,5.01188
item_7620,2.0576,3.63296,1.99599
item_7621,-0.766399,1.56439,4.48804
item_7622,2.88815,-0.779308,-4.8788
item_7623,-6.92025,-2.77241,2.38826
item_7624,1.41659,-0.451884,-4.32141
item_7625,1.38463,3.21209,1.80533
item_7626,-0.831899,0.940187,4.73498
item_7627,-1.01062,0.778368,4.91017
item_7628,1.42422,-0.315676,-4.26517
item_7629,-1.19173,2.22171,3.57216
item_7630,4.1529,-0.119234,4.94719
item_7631,-6.68678,-2.65624,2.51993
item_7632,-2.34289,-5.8565,0.732125
item_7633,-6.76143,-3.09706,1.69159
item_7634,3.08084,3.63558,2.81322
item_7635,-0.649536,1.95473,4.73986
item_7636,-0.0585233,1.85086,4.4497
item_7637,-1.10541,2.56337,2.60963
item_7638,0.114077,1.24561,-5.50487
item_7639,-3.89138,1.76438,-0.66635
item_7640,1.23128,-1.57901,1.7201
item_7641,0.719404,-1.12522,2.54352
item_7642,-4.90063,2.32544,-1.2142
item_7643,-1.09873,2.62999,2.31628
item_7644,2.75635,1.62712,-4.94061
item_7645,2.30602,2.75172,1.69266
item_7646,-0.607689,3.22216,2.00108
item_7647,2.71212,3.14182,2.19994
item_7648,1.36987,0.855535,-5.15035
item_7649,3.6279,-1.70987,5.68504
item_7650,3.88829,-0.702351,5.32322
item_7651,-6.57181,-3.26578,1.59069
item_7652,-2.33517,-5.95479,0.681192
item_7653,0.359373,-1.60208,-4.78079
item_7654,3.34258,3.71626,2.33249
item_7655,1.49511,3.00812,2.1654
item_7656,0.115015,2.06023,4.90259
item_7657,-6.62224,-3.34117,1.59533
item_7658,0.046673,1.30008,-5.18774
item_7659,-7.41829,-3.42972,2.14338
item_7660,0.924036,-1.33244,1.90188
item_7661,-0.849941,1.65912,4.89206
item_7662,-4.81012,2.32849,-1.1397
item_7663,-5.11686,1.0544,-2.25146
item_7664,2.69945,2.47612,-4.23523
item_7665,3.04562,-1.54578,5.54942
item_7666,-0.905477,3.27904,2.43991
item_7667,-1.35874,0.270217,4.81812
item_7668,1.3902,0.888413,-4.92418
item_7669,-4.21309,-5.27134,1.53188
item_7670,4.55519,-0.587344,4.73812
item_7671,-0.763104,-0.209981,4.46315
item_7672,-2.23165,-5.94488,0.652713
item_7673,-1.20401,0.750161,4.94546
item_7674,3.39574,3.61404,2.37603
item_7675,-0.63705,2.18068,3.2006
item_7676,1.02461,-1.34142,2.25277
item_7677,1.55953,-2.14699,-4.89871
item_7678,0.43995,1.46376,-5.43863
item_7679,-0.864283,0.851944,4.26563
item_7680,3.21267,2.21447,-4.67165
item_7681,1.14272,0.646002,-3.94611
item_7682,-0.817704,2.48361,3.00683
item_7683,-0.959731,0.385587,3.64801
item_7684,1.38536,1.13302,-4.74081
item_7685,-5.48512,0.735715,-2.49491
item_7686,4.46227,-0.453075,4.78827
item_7687,2.65483,1.6119,-4.03671
item_7688,4.23798,-0.325201,4.95513
item_7689,2.44777,2.86959,1.85447
item_7690,-2.3848,-5.99064,0.710726
item_7691,1.43685,0.138943,-4.09177
item_7692,3.23804,-0.00457178,5.13997
item_7693,-1.65903,1.19651,4.51666
item_7694,-2.33209,-5.95455,0.599374
item_7695,2.96696,1.83841,-3.9001
item_7696,3.52209,3.6993,2.75716
item_7697,-6.53498,-3.13384,2.4917
item_7698,2.8574,2.37722,-4.2743
item_7699,-1.47802,1.48771,4.9992
item_7700,1.15198,-1.36599,2.34348
item_7701,-4.39054,2.11784,-0.974781
item_7702,0.0673379,1.90995,4.90775
item_7703,0.59403,0.299897,-4.40869
item_7704,0.0655053,0.875361,-5.60827
item_7705,-2.92719,-5.1582,0.790434
item_7706,0.296766,1.26013,-5.38339
item_7707,1.51938,3.3897,1.94075
item_7708,4.49045,-0.588135,4.68629
item_7709,3.10714,-0.881857,5.70722
item_7710,4.4952,-0.500361,4.80729
item_7711,2.99595,-1.45386,5.53787
item_7712,-4.84095,2.04433,-1.36757
item_7713,-1.06197,2.06328,2.7499
item_7714,1.43216,1.35948,-5.17477
item_7715,0.616378,-1.68869,-4.22317
item_7716,-4.79186,2.3632,-1.07139
item_7717,-4.47738,-4.90589,0.905866
item_7718,-5.2386,1.68382,-1.7598
item_7719,-4.26772,2.36353,-0.82161
item_7720,3.16094,3.49877,3.07227
item_7721,-6.60109,-2.53738,2.55972
item_7722,0.130404,1.82517,4.75783
item_7723,1.27521,-1.33054,-4.54495
item_7724,0.111466,1.16819,-5.4336
item_7725,-4.88201,1.20421,-1.28215
item_7726,0.126263,1.23953,-5.26904
item_7727,-4.98898,1.48361,-2.20971
item_7728,1.45752,1.4026,-4.5336
item_7729,3.21679,-1.0665,5.61606
item_7730,-2.63258,-5.68775,0.575924
item_7731,2.19703,-1.73116,-4.85321
item_7732,2.71642,1.34704,-4.69022
item_7733,-3.82475,-4.64732,1.17007
item_7734,1.46404,1.45277,-5.07372
item_7735,0.421771,-0.323579,-4.67935
item_7736,1.15556,-1.34579,2.44776
item_7737,2.18614,3.66781,1.6636
item_7738,2.54253,2.36695,-4.83229
item_7739,0.753116,-1.1628,2.57302
item_7740,1.14932,-1.5496,1.7771
item_7741,-0.585933,0.344085,3.8907
item_7742,1.12807,-1.12857,2.72779
item_7743,1.30493,0.700745,-4.33731
item_7744,3.17283,3.68417,2.91429
item_7745,-5.60061,0.484927,-2.50314
item_7746,0.418096,1.83232,4.44824
item_7747,-2.31331,-5.93767,0.619929
item_7748,-2.2493,-5.96057,0.630458
item_7749,-6.79939,-3.44128,2.43571
item_7750,0.162515,1.17962,-5.5328
item_7751,-0.540021,2.91992,2.15744
item_7752,0.152769,1.25618,-5.31904
item_7753,-2.93086,-5.90262,0.806967
item_7754,4.04989,-0.062782,4.88455
item_7755,3.12842,0.0540371,-4.85329
item_7756,1.35075,1.23826,-4.94151
item_7757,1.47203,0.18943,-4.06354
item_7758,1.35038,1.65148,-4.90427
item_7759,1.7403,3.08239,1.69417
item_7760,-4.64124,2.2341,-0.878935
item_7761,1.86964,2.7537,2.00712
item_7762,-2.40414,-5.97128,0.684416
item_7763,-1.301,0.480955,4.55813
item_7764,-0.974195,3.55094,2.52306
item_7765,-4.74287,-4.7737,1.80185
item_7766,0.112667,2.22034,4.33008
item_7767,-0.733521,1.83524,4.73078
item_7768,4.25403,-0.362983,4.47507
item_7769,-1.4656,0.379991,3.04979
item_7770,2.38936,2.47788,-4.72588
item_7771,2.68325,1.81583,-3.84437
item_7772,1.06313,-1.35848,2.31103
item_7773,2.08196,2.94845,2.0236
item_7774,1.39157,2.09846,-4.99077
item_7775,1.5208,0.152647,-4.64342
item_7776,-0.984018,3.64302,2.49617
item_7777,2.43857,2.7035,2.7664
item_7778,-0.951442,3.4887,2.52392
item_7779,-0.949159,0.94368,4.70803
item_7780,0.201148,0.573167,-5.15965
item_7781,2.04165,3.06478,2.09655
item_7782,2.7064,2.45824,-4.1709
item_7783,3.33767,3.15797,3.20551
item_7784,2.74132,2.49094,-4.30374
item_7785,-0.704945,0.519868,4.02205
item_7786,-4.55767,2.10941,-0.77065
item_7787,4.53928,-1.99061,5.4829
item_7788,2.82268,3.29768,3.18616
item_7789,-5.03139,-3.7324,1.57547
item_7790,-2.23155,-5.97884,0.650176
item_7791,2.96721,3.58133,1.36754
item_7792,1.40893,2.26797,-5.01862
item_7793,2.53293,3.23447,2.28748
item_7794,3.96792,-0.0473122,5.06103
item_7795,-0.636215,2.0778,4.72278
item_7796,2.45815,2.4685,-4.75321
item_7797,2.98976,3.03029,2.22715
item_7798,-0.535233,3.19232,1.80189
item_7799,1.96334,0.221203,-3.97096
item_7800,-0.514154,3.22826,1.7942
item_7801,-0.715001,0.453698,4.48993
item_7802,3.4948,3.68002,2.76393
item_7803,0.681931,-1.11114,1.78726
item_7804,0.0957873,1.90993,4.6955
item_7805,0.838482,-2.16221,-5.39336
item_7806,1.30716,1.37167,-4.97888
item_7807,-6.99553,-3.73688,2.298
item_7808,4.41347,-0.46957,4.98137
item_7809,1.39812,1.52988,-4.20179
item_7810,3.14255,1.78782,-4.53209
item_7811,-1.33502,2.13848,2.77799
item_7812,1.19109,0.813899,-5.20632
item_7813,1.33482,1.49329,-4.72766
item_7814,4.28354,-0.287586,5.10195
item_7815,-0.849849,2.2464,3.12148
item_7816,-4.67555,2.33892,-1.04592
item_7817,2.98773,-1.56472,5.52434
